,Unnamed: 0,Unnamed: 0.1,Unnamed: 0.1.1,movie id,movie title,release date,video release date,IMDb URL,unknown,Action,Adventure,Animation,Children's,Comedy,Crime,Documentary,Drama,Fantasy,Film-Noir,Horror,Musical,Mystery,Romance,Sci-Fi,Thriller,War,Western,Summary,Cast,Director,Rating,Runtime,No. of ratings,YT-Trailer ID
1602,1602,1602,1602,1603,Angela (1995),16-Feb-96,,https://www.imdb.com/title/tt0112364/,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,"The ten year-old Angela and her little sister Ellie move to an old house in the countryside with her parents Mae and Andrew. Their mother has mental illness and has just left an institution and her husband tries to keep the dysfunctional family together. Angela is an imaginative disturbed girl that might have inherited the illness of her mother and is obsessed by purification to get rid of her sins; and has visions of the fallen angel Lucifer and the Virgin Mary. After consuming an early version of Four Loko, She leads her little sister in her paranoia and uses a circle of toys and dolls to protect them against evil. They have a crazy neighbor that Angela believes is an angel and she asks the woman how to find the way to heaven. When Mae returns to the institution, Angela becomes uncontrollable in her quest to heaven. —Claudio Carvalho, Rio de Janeiro, Brazil",Miranda Rhyne|Charlotte Eve Blythe|Anna Thomson|John Ventimiglia|Ruth Maleczech,Rebecca Miller,6.4,99.0,876,
1603,1603,1603,1603,1604,He Walked by Night (1948),01-Jan-48,,https://www.imdb.com/title/tt0040427/,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,"In post WW II, Los Angeles, a cop's killed in the middle of the night. With no leads, the chief of police assigns Sgts. Jones and Brennan to investigate and apprehend the killer. They target low-level criminals, such as Paul Reeves, hoping he'll lead them to bigger fish, specially, the one who shot and killed the cop. —Claudio Carvalho, Rio de Janeiro, Brazil",Richard Basehart|Scott Brady|Roy Roberts|Whit Bissell|James Cardwell,Alfred L. Werker,7.1,79.0,5.6K,
1604,1604,1604,1604,1605,Love Serenade (1996),11-Jul-97,,https://www.imdb.com/title/tt0116930/,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,"In Sunray, a backwater town on Australia's Murray River, there's little to do but fish or listen to the local radio station. D.J. Ken Sherry arrives from the hustle of Brisbane to run the station; he's mid-40s, detached, thrice divorced, hatchet faced. But both sisters next door find him attractive: awkward Dimity, only 20, who works in a Chinese restaurant with few patrons, and perky Vicki-Ann, a hairdresser with a hope chest who invents a happy future with Sherry based on little but his arrival. First Dimity then Vicki-Ann spend the night with Ken, one concluding he's her boy friend, the other her fiance. Then Dimity begins to smell something fishy. —<jhailey@hotmail.com>",Miranda Otto|Rebecca Frith|George Shevtsov|John Alansu|Jessica Napier,Shirley Barrett,6.8,101.0,1.5K,
1605,1605,1605,1605,1606,Deceiver (1997),01-Jan-97,,https://www.imdb.com/title/tt0119527/,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,"Textile company heir James Wayland (Tim Roth) is accused of murder of a prostitute named Elizabeth (Renée Zellweger), whose body was found cut in two in the park. The murder is investigated by tough Detective Edward Kennesaw (Michael Rooker) and his less experienced partner Phillip Braxton (Chris Penn). Wayland is a heavy drinker and compulsive liar, he is prone to memory losses and periods of heavy violence. He is rich enough to access necessary information, and he gets the interrogators' own dark secrets - Kennesaw is angry about affairs his wife had and had let off steam with Elizabeth, and Braxton has gambling debts with Mook (Ellen Burstyn), who is demanding payment.",Tim Roth|Chris Penn|Michael Rooker|Renée Zellweger|Ellen Burstyn,Jonas Pate,6.6,106.0,6.4K,
1606,1606,1606,1606,1607,Hurricane Streets (1998),01-Jan-98,,https://www.imdb.com/title/tt0119338/,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,"Marcus is a kid on Manhattan's mean streets. He's turning 15, his father is dead, his mother is in prison for smuggling undocumented aliens. His grandmother is raising him. He has four close buddies who have a basement clubhouse; they shoplift and sell the wares to kids. One is moving toward selling drugs. Marcus wants to take a breather from the city and visit family in New Mexico. He also meets Melena, 14, a sweet kid who dreams of going to Alaska; her father is not just protective but angry and uncommunicative. The gang pressures Marcus to move up to burglary and car theft. He just wants to breathe open air. Can anything go right? —<jhailey@hotmail.com>",Brendan Sexton III|Antoine McLean|Mtume Gant|Carlo Alban|David Roland Frank,Morgan J. Freeman,6.4,86.0,1.2K,
1607,1607,1607,1607,1608,Buddy (1997),06-Jun-97,,https://www.imdb.com/title/tt0118787/,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,"This is a fact based story about a socialite and her husband who live in a mansion with a brood of animals including chimpanzees who are raised as her children. When she discovers an ailing baby gorilla, she decides to care for it as well. Years later, the gorilla is fully grown and its strength is sometimes out of control. However, the gorilla shows love for his mistress and obeys her commands. That all changes when she is invited to display the gorilla and chimps at the Chicago World's Fair. Accidentally freed by one of the chimps, the gorilla terrorizes the Fair. From that point on, he becomes moody and more uncontrollable until he attacks his mistress in a bestial rage. —John Sacksteder <jsackste@bellsouth.net>",Rene Russo|Robbie Coltrane|Alan Cumming|Irma P. Hall|Peter Elliott,Caroline Thompson,4.9,84.0,2.6K,
1608,1608,1608,1608,1609,B*A*P*S (1997),28-Mar-97,,https://www.imdb.com/title/tt0118663/,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,"Nisi and Mickey are girlfriends who work as waitresses. To get the necessary money for opening their dream restaurant they fly to California to audition for a music video. There Nisi is asked by the nephew of Mr.Blakemore's (who is video director) to act for a week as granddaughter of Lily, Mr.Blakemores one true love, whom he lost long ago and couldn't pursue because she was his family's housekeeper. They revive Blakemore's interest for life, and he teaches them to be ""Black American Princesses"" in return. —Anonymous",Halle Berry|Martin Landau|Ian Richardson|Natalie Desselle Reid|Troy Byer,Robert Townsend,4.7,91.0,5.3K,
1609,1609,1609,1609,1610,"Truth or Consequences, N.M. (1997)",02-May-97,,https://www.imdb.com/title/tt0120383/,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,"A drug deal goes wrong causing a foursome, led by a lunatic killer, to go on the run. A couple in a recreational vehicle are initially kidnapped, but soon the male hostage is emulating his kidnappers and wants to stay involved in the chase. —John Sacksteder <jsackste@bellsouth.net>",Vincent Gallo|Mykelti Williamson|Kiefer Sutherland|Kevin Pollak|Kim Dickens,Kiefer Sutherland,6.3,106.0,4.9K,
1610,1610,1610,1610,1611,Intimate Relations (1996),09-May-97,,https://www.imdb.com/title/tt0116643/,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,"Harold Guppy (Rupert Graves) moves into the Beasley household as a lodger. Before long Mrs. Marjorie Beasley (Dame Julie Walters) falls for him and eventually ends up in his bed. Her thirteen-year old daughter Joyce (Laura Sadler) is aware of what is happening and threatens to tell Mr. Stanley Beasley (Matthew Walker) unless she is also allowed share the bed with Harold and ""Mum"". ""Mum"" seems to think there is no harm in this, as long as Joyce doesn't take part in the physical activities. Harold gets caught up in a web of deceit and blackmail, and each time he tries to break free of the grasp of ""Mum"", she threatens to tell the Police that he has been abusing Joyce. This movie continues much in this line, and it examines the effect of the relationship on both Harold and Joyce and how they are both driven to extreme action because of the influence of Mrs. Beasley. —SNC <sile@physics.unimelb.edu.au>",Julie Walters|Rupert Graves|Matthew Walker|Laura Sadler|Holly Aird,Philip Goodhew,6.3,105.0,739,
1611,1611,1611,1611,1612,"Leading Man, The (1996)",16-Jan-98,,http://us.imdb.com/M/title-exact?imdb-title-116845,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,,,,,,,
1612,1612,1612,1612,1613,Tokyo Fist (1995),11-Feb-98,,https://www.imdb.com/title/tt0114690/,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,"A businessman, Tsuda, runs into a childhood friend, Tajuki, on the subway. Tajuki is working as a semiprofessional boxer. Tsuda soon begins to suspect that Tajuki might be having an affair with his fiancée Hizuru. After an altercation, Tsuda begins training rigorously himself, leading to an extremely bloody, violent confrontation. —Todd K. Bowman <tkbowman@aol.com>",Kaori Fujii|Shin'ya Tsukamoto|Kôji Tsukamoto|Naomasa Musaka|Naoto Takenaka,Shin'ya Tsukamoto,7.1,87.0,3.3K,
1613,1613,1613,1613,1614,"Reluctant Debutante, The (1958)",01-Jan-58,,https://www.imdb.com/title/tt0052126/,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,"Upon her banking executive father, Lord Jimmy Broadbent (Sir Rex Harrison) remarrying who is now the second Lady Broadbent, Sheila (Kay Kendall), seventeen-year-old Jane Broadbent (Sandra Dee), who has been living in the States with her American mother since the divorce, pays her father in London a visit so that she can meet Sheila. Jane's visit coincides with it being ""the season"" in London: when all the society debutantes hold their balls to ""come out"" as being ready to find a suitable mate and marry. Sheila, as her first act of being Jane's British stepmother, wants Jane to come out along with all her British peers. Sheila believes that someone like if not David Fenner (Peter Myers) himself, he a guard at Buckingham Palace, would be a suitable mate for Jane. In attending some of the earlier season balls, Jane not only finds David Fenner a drip, but she also does not want to step on the toes of her first true friend in London, Clarissa Claremont (Diane Clare), who is in love with Fenner. Fenner, in turn, doesn't seem to know that Clarissa as a potential mate even exists while he sets his sights on Jane. That doesn't stop Clarissa's scheming mother, Mabel Claremont (Dame Angela Lansbury), from preventing anything from happening between Fenner and Jane so that Clarissa can end up with Fenner. Instead, Jane seems to be falling for twenty-three-year-old David Parkson (John Saxon), an Italian-American working as a drummer, his band playing at many of the social events among this circle. It isn't so much that he is a drummer, but Sheila buys into the rumors of David Parkson having been untoward to fellow deb Brenda Bassington in viewing him as unsuitable courting material for Jane. While he does what he needs to to appease his wife, Jimmy can see beyond the rumors eventually to get to the truth, specifically when he learns that Jane and Parkson, who he truly likes, are indeed in love. Jimmy has to find a way to make Sheila see the truth about Parkson, just telling her which he knows will not do the trick. —Huggo",Rex Harrison|Kay Kendall|John Saxon|Sandra Dee|Angela Lansbury,Vincente Minnelli,6.8,94.0,1.5K,
1614,1614,1614,1614,1615,Warriors of Virtue (1997),02-May-97,,https://www.imdb.com/title/tt0120479/,0,1,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,"A young man, Ryan, suffering from a disability, wishes to join the other kids from his schools football team. During an initiation rite, Ryan is swept away through a whirlpool to the land of Tao. There he is hunted by the evil Lord Komodo, who desires the boy as a key to enter the real world. Ryan is rescued by the protectors of Tao, five humanoid kangaroos, each embued with the five elements and virtues. Ryan learns his valuable lesson while saving the land of Tao. —R. L. Strong <RS080455@PACBELL.NET>",Angus Macfadyen|Mario Yedidia|Marley Shelton|Chao Li Chi|Jack Tate,Ronny Yu,4.7,131.0,3.1K,
1615,1615,1615,1615,1616,Desert Winds (1995),01-Jan-95,,https://www.imdb.com/title/tt0112849/,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,"Jackie and Eugene are joined by a mystical wind tunnel which enables them to speak across a 500-mile desert. Believed by the Indians to be an omen of good luck, the wind inspires both characters to face their fears and follow their hearts. —<jwall@tti.com>",Adam Ant|Heather Graham|Jessica Hamilton|Jack Kehler|K. Louise Middleton,Michael A. Nickles,5.4,97.0,146,
1616,1616,1616,1616,1617,Hugo Pool (1997),01-Jan-97,,https://www.imdb.com/title/tt0119327/,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,Hugo Pool is a quirky tale of a Los Angeles pool cleaner who falls in love with a young man dying of Lou Gerhig's Disease. —Anonymous,Alyssa Milano|Mark Boone Junior|Malcolm McDowell|Brendan Dawson|Sean Penn,Robert Downey Sr.,5.1,92.0,2K,
1617,1617,1617,1617,1618,King of New York (1990),01-Jan-90,,https://www.imdb.com/title/tt0099939/,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,"After completing a lengthy prison sentence, one-time drug kingpin Frank White returns to New York intent on reestablishing his empire and making things as they were before he left. Others of course have taken over the business during his absence but that clearly isn't going to stop White. While he is gunning down the opposition, he decides he's going to give away the money he'll make to modernize the hospital in his old neighborhood. Drug dealers aren't the only thing he has to worry about however: a group of rogue cops decide they are going to take him down. —garykmcd",Christopher Walken|David Caruso|Laurence Fishburne|Victor Argo|Wesley Snipes,Abel Ferrara,7.0,103.0,35K,
1618,1618,1618,1618,1619,All Things Fair (1996),08-Mar-96,,http://us.imdb.com/Title?Lust+och+f%E4gring+stor+(1995),0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,,,,,,,
1619,1619,1619,1619,1620,"Sixth Man, The (1997)",28-Mar-97,,https://www.imdb.com/title/tt0120142/,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,"Antoine and Kenny Tyler are NCAA college basketball players, and Antoine is the star of the team. Suddenly Antoine dies of a heart attack and Kenny has to fill his shoes as leader of the team. Some time later, Antoine returns as a ghost and helps Kenny in game and in life, but Kenny changes in the process and doesn't quite like it.",Marlon Wayans|Kadeem Hardison|David Paymer|Michael Michele|Kevin Dunn,Randall Miller,5.7,107.0,5.7K,
1620,1620,1620,1620,1621,Butterfly Kiss (1995),26-Apr-96,,https://www.imdb.com/title/tt0112604/,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,"Eunice is walking along the highways of northern England from one filling station to another. She is searching for Judith, the woman, she says to be in love with. It's bad luck for the women at the cash desk not to be Judith, because Eunice is eccentric, angry and extreme dangerous. One day she meets Miriam, hard of hearing and a little ingenuous, who feels sympathy for Eunice and takes her home. Miriam is very impressed by Eunice's fierceness and willfulness and follows her on the search for Judith. Shocked by Eunice's cruelty she tries to make her a better person, but she looses ground herself. —Robert Stroetgen <stroetgen@rrz.uni-hamburg.de>",Amanda Plummer|Kathy Jamieson|Saskia Reeves|Des McAleer|Lisa Riley,Michael Winterbottom,6.3,88.0,2K,
1621,1621,1621,1621,1622,"Paris, France (1993)",01-Jan-93,,https://www.imdb.com/title/tt0107779/,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,"Lucy (Leslie Hope), her husband Michael (Victor Ertmanis), and their business partner William (Dan Left) are the owners of a small publishing company in Toronto. The stability of their lives are thrown into an emotional maelstrom with the arrival of Sloan (Peter Outerbrige), a former boxer-turned-writer whose first book (based on a serial killer) is about to be published by their company. Sloan gets in over his head when he embarks on a steamy affair with the sexually ravenous and frustrated Lucy, who longs to re-create her S&M-filled days in Paris gone by. But Sloan soon embarks on another affair of his own with the openly gay William which leads to sexual confusion for the writer. All in the while, Lucy's befuddled husband, Michael, slowly goes crazy over learning of his wife and business partner's dalliance with his client until he decides to join in on their bed-jumping as well. —Larry B.",Leslie Hope|Peter Outerbridge|Victor Ertmanis|Dan Lett|Raoul Max Trujillo,Jerry Ciccoritti,5.1,112.0,479,
1622,1622,1622,1622,1623,"Cérémonie, La (1995)",20-Dec-96,,https://www.imdb.com/title/tt0112769/,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,"The upper-class owner of a gallery, Catherine Lelievre, hires the efficient and quiet maid Sophie to work in the family manor in the French countryside. Her husband Georges Lelievre, who is an opera lover, her daughter Melinda and her teenage son Gilles welcome Sophie and appreciate her work. Sophie soon befriends the postmistress Jeanne, who is a bad egg and encourages Sophie to rebel against her employers, but the maid stays submissive. However, Sophie is ashamed of a secret and feels uncomfortable in many situations, finding a way to hide her secret. When Georges tells Sophie that he does not want Jeanne in his house, Sophie stands up to him. Melinda discovers her secret and Sophie blackmails her, but Melinda tells her parents what happened. Georges fires Sophie and she returns to the house later with Jeanne on the rampage. —Claudio Carvalho, Rio de Janeiro, Brazil",Isabelle Huppert|Sandrine Bonnaire|Jean-Pierre Cassel|Jacqueline Bisset|Virginie Ledoyen,Claude Chabrol,7.5,112.0,11K,
1623,1623,1623,1623,1624,Hush (1998),10-Mar-98,,https://www.imdb.com/title/tt0118744/,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,"Handsome Jackson Baring, heir to grand Southern horse farm Kilronan, choose to build a life in New York while it's run by his domineering mother Martha. When Jackson returns to present his Yankee bride Helen, the young couple gets lured into staying for the Christmastide, then to help Martha save the farm from financial trouble or at least until Jackson son's birth. As cripple grandmother Alice Baring suggested, Martha is playing a ruthless game, just as she lied about the seven year old, traumatized Jackson's father Jack's deadly fall. —KGF Vissers",Jessica Lange|Gwyneth Paltrow|Johnathon Schaech|Nina Foch|Debi Mazar,Jonathan Darby,5.5,96.0,12K,
1624,1624,1624,1624,1625,Nightwatch (1997),22-Apr-97,,https://www.imdb.com/title/tt0119791/,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,"A law student takes a job as the night-watchman in a morgue, thinking that he will have much time to study, with his biggest problem being his paranoia in this scary setting. Meanwhile, a serial killer is on the loose and the student ends up getting mixed up with one of the murders, becoming a suspect. —Soumitra",Anais Evans|Ewan McGregor|Nick Nolte|Erich Anderson|Josh Brolin,Ole Bornedal,6.2,101.0,19K,
1625,1625,1625,1625,1626,Nobody Loves Me (Keiner liebt mich) (1994),09-Feb-96,,https://www.imdb.com/title/tt0110251/,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,"On the brink of her 30th birthday, Fanny feels the door to marital happiness closing up on her. She is obsessed with death, even visits evening classes on dying and so it seems fitting, that she encounters a skeleton in the malfunctioning elevator of her apartment building. The skeleton is her neighbour Orfeo, a black, gay self-declared psychic, who convinces her that she is about to meet ""him"". But is it really Lothar, the new yuppie apartment manager ...? —<tm@txk.com>",Maria Schrader|Pierre Sanoussi-Bliss|Michael von Au|Elisabeth Trissenaar|Ingo Naujoks,Doris Dörrie,7.2,104.0,1.2K,
1626,1626,1626,1626,1627,"Wife, The (1995)",26-Jul-96,,https://www.imdb.com/title/tt0114936/,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,"Tom Noonan's dark comedy features a husband-and-wife team of psychotherapists who run a New-Age therapy group out in the wilderness. Late one night, Jack and Rita are visited by one of their patients, Cosmo, and his wife, Arlie. Cosmo's wife has felt ""left out,"" since her husband spends so much time with the therapists and confides all of their secrets to them. Arlie has insisted on meeting them--the evening begins awkwardly, then painfully grinds on, as various tensions and power struggles emerge between and among the two couples. —Tad Dibbern <DIBBERN_D@a1.mscf.upenn.edu>",Julie Hagerty|Tom Noonan|Wallace Shawn|Karen Young|Danny Darrow,Tom Noonan,6.7,101.0,327,
1627,1627,1627,1627,1628,Lamerica (1994),01-Jan-94,,https://www.imdb.com/title/tt0110299/,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,"Two Italian racketeers come to Albania just after the fall of the communists to set up a fictive firm and pocket the grants. They need a stooge. They choose an old one in a jail : Spiro. But the youngest italian, Gino, once alone with Spiro, encounter a few problems. Far from his roots, loosing his identity in deep Albania, he begins to change... —Yepok",Enrico Lo Verso|Michele Placido|Piro Milkani|Carmelo Di Mazzarelli|Elida Janushi,Gianni Amelio,7.5,116.0,2.2K,
1628,1628,1628,1628,1629,Nico Icon (1995),01-Jan-95,,https://www.imdb.com/title/tt0113973/,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,"A look into the many lives of Christa Päffgen, otherwise known as Nico; from cutie German mädchen to the first of the supermodels, to glamorous diva of the Velvet Underground, to cult item, junkie and hag. Many faces for the same woman, whom, you realize, just couldn't bring herself to care enough to live. —Miguel Cane <Stepford@yahoo.com>",Nico|Tina Aumont|Christian Päffgen|Edith Boulogne|Jackson Browne,Susanne Ofteringer,7.2,70.0,708,
1629,1629,1629,1629,1630,"Silence of the Palace, The (Saimt el Qusur) (1994)",02-Feb-96,,http://us.imdb.com/M/title-exact?Saimt%20el%20Qusur%20(1994),0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,,,,,,,
1630,1630,1630,1630,1631,"Slingshot, The (1993)",01-Jan-93,,https://www.imdb.com/title/tt0107349/,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,"Stocholm in the 1920s. Young Roland lives with his socialist father, Jewish mother and a boxing brother. His mother sells condoms illegally, and from them, Roland makes slingshots which he sells. His rebellious ways has gotten him the special attention of his school teacher, who always makes sure that Roland is punished. Roland also tries to make extra money by repairing bicycles, a successful business that in the end lands him in hot water. —Mattias Thuresson",Jesper Salén|Stellan Skarsgård|Basia Frydman|Niklas Olund|Ernst-Hugo Järegård,Åke Sandgren,6.4,102.0,2K,
1631,1631,1631,1631,1632,Land and Freedom (Tierra y libertad) (1995),29-Mar-96,,https://www.imdb.com/title/tt0114671/,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,"Summer 1936, a young unemployed communist, David, leaves his hometown Liverpool to join the fight against fascism in Spain. He joins an international group of Militia-men and women, the POUM (Partido Obrero de Unificación Marxista). After being wounded he goes to Barcelona, where he decides to join another group of fighters. They remain in Barcelona and end up fighting other anti-fascist groups. David is disappointed and decides to go back to his old band. —Walter de Rijk <W.C.A.de.Rijk@let.uva.nl>",Ian Hart|Rosana Pastor|Icíar Bollaín|Tom Gilroy|Marc Martínez,Ken Loach,7.6,109.0,11K,
1632,1632,1632,1632,1633,Á köldum klaka (Cold Fever) (1994),08-Mar-96,,http://us.imdb.com/Title?%C1+k%F6ldum+klaka+(1994),0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,,,,,,,
1633,1633,1633,1633,1634,Etz Hadomim Tafus (Under the Domin Tree) (1994),19-Apr-96,,https://www.imdb.com/title/tt0109751/,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,"Aviya is the only Israeli-born girl among her schoolmates (the rest are Holocaust survivors from various European countries) in a boarding school in Israel, circa 1953. The public debate on the issue of accepting German reparations for Nazi atrocities awakens the dormant individual memories of each of the youths, and creates sharp conflicts which influence their coming-of-age, with its fears, dreams, problems of identity, and first love. Aviya determined to find the tomb of her father, who died before she was born, while her mother in the mental hospital refuses to recall her painful past. —L.H. Wong <lhw@sfs.org.sg>",Gila Almagor|Kaipu Cohen|Juliano Mer-Khamis|Yael Pearl|Alexander Peleg,Eli Cohen,6.7,102.0,222,
1634,1634,1634,1634,1635,Two Friends (1986) ,26-Apr-86,,https://www.imdb.com/title/tt0092123/,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,"Two girls, at 15; Louise, in a prestigious girls' high school, and Kelly, who was admitted but forbidden by her father to attend. This is the end of their friendship, and from here the film progresses in a backwards time line to a final freeze frame of the girls at the peak of their closeness. —Bruce Cameron <dumarest@midcoast.com>",Kris Bidenko|Emma Coles|Kris McQuade|Peter Hehir|Kerry Dwyer,Jane Campion,6.5,76.0,306,
1635,1635,1635,1635,1636,Brothers in Trouble (1995),26-Apr-96,,https://www.imdb.com/title/tt0112586/,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,"Amir is an illegal Pakistani immigrant smuggled into England in the 1960's to work, to send money to his family and perhaps even bring them over with him. A skilled laborer, he is forced to do unskilled work like shoveling sheep dung and processing wool. He lives in a boarding house with nearly a dozen other men, under the supervision of Hussein Shah. He befriends a young student, Sakib, who dreams of being a writer. Their existence is punctuated by secret movies, a visiting prostitute, fear of detection and deportation, and the gangster-like smuggler who comes by for his take every week. The household is shaken up by the arrival of a white girl, Shah's girlfriend, and the sense of femininity and family she brings. —Gary Dickerson <slug@mail.utexas.edu>",Om Puri|Pawan Malhotra|Angeline Ball|Ace Bhatti|Bhasker Patel,Udayan Prasad,6.5,102.0,140,
1636,1636,1636,1636,1637,Girls Town (1996),23-Aug-96,,https://www.imdb.com/title/tt0116418/,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,"A look at a group of girl friends coming-of-age during their senior year of high school in urban America. Nikki and Emma have a heart to heart talk one evening about how much they'll miss each other at college next year, but the next day, Nikki doesn't show up at school: she's committed suicide. The friends steal Nikki's journal and discover that she'd been raped. The rest of the movie shows our heroines growing closer in the wake of Nikki's death and the relevation of her secret (Emma reveals that she's also been raped), taking revenge on the men who oppress them, and trying to grow up and move on with their lives. Emma has to deal with a shallow boyfriend, Angela with an overbearing mother, and Patti is trying to finish high school while trying to raise a child and avoid the child's loser father. —Martin Lewison <lewison+@pitt.edu>",Lili Taylor|Bruklin Harris|Anna Grace|Aunjanue Ellis|Ramya Pratt,Jim McKay,6.4,90.0,779,
1637,1637,1637,1637,1638,Normal Life (1996),25-Oct-96,,https://www.imdb.com/title/tt0117202/,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,"Chris is young idealistic cop who falls in love and gets married to Pam, a beautiful but emotionally unstable woman who suffers from alcoholism and drug addiction. While Chris is trying hard to have a normal life and some money, Pam is big spender and their marriage is constantly troublesome with the financial situation getting worse and worse. The biggest blow comes after Chris loses his job. In the desperate situation Chris decides to use his police skills to rob banks. —Dragan Antulov <dragan.antulov@altbbs.fido.hr>",Ashley Judd|Luke Perry|Bruce A. Young|Jim True-Frost|Edmund Wyson,John McNaughton,6.2,101.0,2.3K,
1638,1638,1638,1638,1639,Bitter Sugar (Azucar Amargo) (1996),22-Nov-96,,http://us.imdb.com/M/title-exact?Bitter%20Sugar%20(1996),0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,,,,,,,
1639,1639,1639,1639,1640,"Eighth Day, The (1996)",01-Nov-96,,https://www.imdb.com/title/tt0064222/,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,"A bus arrives to the village, carrying a group of traveling actors who begin to perform passion plays from the Bible. Editor Alena (Kveta Fialová), lover of one of the actors, Baritone (Josef Bek), comes to see him. An electricity power failure interrupts the performance. Podgy, spiteful Joker (Jan Libícek) spurs his friends to start spreading news of some kind of imminent danger that no one can escape except inside the wagons that have suddenly turned up at the station. The train dispatcher's wife misses her husband. In the darkness of the night, villagers yield to panic fueled by the malicious Joker. —NFA.cz",Jan Libícek|Václav Babka|Josef Bek|Karel Belohradský|Bozena Böhmová,Evald Schorm,6.8,103.0,106,
1640,1640,1640,1640,1641,Dadetown (1995),18-Sep-96,,https://www.imdb.com/title/tt0112777/,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,"Interviews in the Michael Moore/""Roger and Me"" tradition examine life in small-town America, class conflicts and the collapse of an upstate New York community, Dadetown, when the town's once-prosperous factory, reduced to the manufacture of paper clips and staples, finally closes. Facing massive unemployment, the blue-collar Dadetown residents next find yuppies moving into town to staff the local division of a big computer outfit. —Bhob Stewart <bhob2@earthlink.net>",Jim Pryor|Stephen Beals|Fred Worrell|Edith Meeks|Joseph Leone,Russ Hexter,7.1,93.0,210,
1641,1641,1641,1641,1642,Some Mother's Son (1996),27-Dec-96,,https://www.imdb.com/title/tt0117690/,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,"The 1981 hunger strike in an Irish prison, in which I.R.A. prisoner Bobby Sands led a protest against their treatment as criminals rather than as prisoners of war. It focuses on the mothers of two of the strikers, and their struggle.",Helen Mirren|Fionnula Flanagan|Aidan Gillen|David O'Hara|John Lynch,Terry George,7.2,112.0,2.8K,
1642,1642,1642,1642,1643,Angel Baby (1995),10-Jan-97,,https://www.imdb.com/title/tt0112362/,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,Two schizophrenics meet during therapy and fall passionately in love. Ahead of them lies the inevitable road to disaster - one they share to the end.,John Lynch|Jacqueline McKenzie|Colin Friels|Deborra-Lee Furness|Daniel Daperis,Michael Rymer,7.0,105.0,1.4K,
1643,1643,1643,1643,1644,Sudden Manhattan (1996),13-Jun-97,,https://www.imdb.com/title/tt0117775/,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,Donna witnesses identical murders on the same street on different days. Is this a supernatural conspiracy or is she merely cracking up?,Adrienne Shelly|Tim Guinee|Roger Rees|Louise Lasser|Hynden Walch,Adrienne Shelly,6.1,80.0,345,
